Klíč_adresy,Adresa_GPS,Poslední_kontrola,Příští_kontrola,Dní_do_kontroly,Stav_kontroly,Barva_bodu,Všechny_termíny,GPS_lat,GPS_lon,GPS_poznámka,Zdrojový_soubor,Zdrojový_řádek,Rok výroby,Serviska,Hlídáme sami termín,Hlavní kontakt,Kraj,Jaký zdroj,Umístění,DŮLEŽITÁ POZNÁMKA,Měsíc_1,Měsíc_2,Měsíc_3,Měsíc_4,Měsíc_5,Měsíc_6,Měsíc_7,Měsíc_8,Měsíc_9,Měsíc_10,Měsíc_11,Měsíc_12,Sloupec_21,Poznámky,Cena FZ,Faktura na,Protokol s fakturou na,Smlouva ano/ne,Sloupec_27,Sloupec_28,Sloupec_29,Sloupec_30,Sloupec_31,Sloupec_32,Sloupec_33,Sloupec_34,Sloupec_35,Sloupec_36,Sloupec_37,Sloupec_38,Sloupec_39,Sloupec_40,Sloupec_41,Sloupec_42,Sloupec_43,Sloupec_44,Sloupec_45,Sloupec_46,Sloupec_47,Sloupec_48,Sloupec_49,Sloupec_50,Sloupec_51,Sloupec_52,Sloupec_53,Sloupec_54,Sloupec_55,Sloupec_56,Sloupec_57,Sloupec_58,Sloupec_59,Sloupec_60,Sloupec_61,Sloupec_62,Sloupec_63,Sloupec_64,Sloupec_65,Sloupec_66,Sloupec_67,Sloupec_68,Sloupec_69,Sloupec_70,Sloupec_71,Sloupec_72,Sloupec_73,Sloupec_74,Sloupec_75,Sloupec_76,Sloupec_77,Sloupec_78,Sloupec_79,Sloupec_80,Sloupec_81,Sloupec_82,Sloupec_83,Sloupec_84,Sloupec_85,Sloupec_86,Sloupec_87,Sloupec_88,Sloupec_89,Sloupec_90,Sloupec_91,Sloupec_92,Sloupec_93,Sloupec_94,Počet_termínů,Kontakt,Umístění zdroje,Sloupec_8,Cena FZ v Kč,Protokol na,GPS_status,Adresa_GPS_původní
"bratislava, trnavská cesta 8a, 6b, 19123, nová cvernovka, slovensko","Nová Cvernovka, Trnavská cesta 8a, Bratislava, Slovensko",,2026-07-24,81.0,Více než 60 dnů,zelená,2026-07-24 (plánovaná),48.15838,17.13478,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",23,2022,ano,ano,,Slovensko,"2 x STRONG 15kVA, 1x STRONG 20kVA",,,,,,,,,24/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Kyjevský 0940 624 461,"Bratislava, Trnavská cesta 8a, 6b, 19123 - Nová Cvernovka",,,,upraveno - znovu geokódovat,"Bratislava, Trnavská cesta 8a, 6b, 19123, Nová Cvernovka, Slovensko"
"bratislava, trnavské mýto 1, optimal tfm, slovensko","Bratislava, Trnavské mýto 1, Optimal TFM, Slovensko",2026-04-22,2026-04-22,-12.0,Po termínu,červená,2026-04-22 (plánovaná),48.15918,17.12749,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",24,2018,,,,Slovensko,"PS 40 kVA/3f, 45 min.",,,,,,22/26,,,,,,,,,,domluvená cena 480 Eur vs. 510 Eur ohledně objednání dalších FZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"SBS +421 910 501 834, Petr Bzdúch, +421901701902","Bratislava, Trnavské mýto 1, Optimal TFM",,,,OK Mapy.com,"Bratislava, Trnavské mýto 1, Optimal TFM, Slovensko"
"bratislava, vlčie hrdlo 70, novagastrade, slovensko","Bratislava, Vlčie Hrdlo 70, NOVAGASTRADE, Slovensko",2025-05-28,2025-05-28,-341.0,Po termínu,červená,2025-05-28 (plánovaná),48.10935,17.16529,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",25,2016,,,,Slovensko,ASTIP STRONG 1000VA/3F/4C/1H,,,,,,,28/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Izák Miloš +421 907 719 377,"Bratislava, Vlčie Hrdlo  70, NOVAGASTRADE",,,,OK Mapy.com,"Bratislava, Vlčie Hrdlo 70, NOVAGASTRADE, Slovensko"
"bratislava, volvo, lamač-bory, slovensko","Volvo, Lamač-Bory, Bratislava, Slovensko",,2026-10-14,163.0,Více než 60 dnů,zelená,2026-10-14 (plánovaná),51.04724,16.97135,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",26,2017,,ano,,Slovensko,"Strong 3000/3f, 30 min.",,,,,,,,,,,,14/26,,,,Objednatel viz. Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Nectel, Folvarčík +421917810130","Bratislava, Volvo, Lamač-Bory",,,,upraveno - znovu geokódovat,"Bratislava, Volvo, Lamač-Bory, Slovensko"
"brno, antonína procházky 590/2b, česká republika","Brno, Antonína Procházky 590/2b, Česká republika",,2027-02-23,295.0,Více než 60 dnů,zelená,2027-02-23 (plánovaná),49.19321,16.56354,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",28,2024,,,,Jihomoravský,ASTIP STRONG 1000VA/1F-10 minut/EI45,,,,23/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Mestická 604 211 462,"Brno, Antonína Procházky 590/2b",,,,OK Mapy.com,"Brno, Antonína Procházky 590/2b, Česká republika"
"brno, blatnická 12, bytový dům, česká republika","Brno, Blatnická 12, bytový dům, Česká republika",,2027-03-30,330.0,Více než 60 dnů,zelená,2027-03-30 (plánovaná),49.20938,16.66091,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",30,2022,,,,Jihomoravský,ASTIP STRONG Liftback 20kVA/10kVA/3F-45 minut,,,,,30/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ledina 774 614 536,"Brno, Blatnická 12, bytový dům",,,,OK Mapy.com,"Brno, Blatnická 12, bytový dům, Česká republika"
"brno, bohunická, abt park, česká republika","Brno, Bohunická, ABT Park, Česká republika",,2026-08-19,107.0,Více než 60 dnů,zelená,2026-08-19 (plánovaná),49.16329,16.59995,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",31,2024,,,,Jihomoravský,ASTIP STRONG 10kVA/3F-45 minut,,,,,,,,,,19/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Grošek 604 387 623,"Brno, Bohunická, ABT Park",,,,OK Mapy.com,"Brno, Bohunická, ABT Park, Česká republika"
"brno, bořetická 3, česká republika","Brno, Bořetická 3, Česká republika",2022-06-07,2022-06-07,-1427.0,Po termínu,červená,2022-06-07 (plánovaná),49.20312,16.65674,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",32,2016,,,,Jihomoravský,LiftBack 15kVA/3f-45 minut,,,,,,,,7/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Svoboda - 724 228 365,"Brno, Bořetická 3",,,,OK Mapy.com,"Brno, Bořetická 3, Česká republika"
"brno, božetěchova 102b, česká republika","Brno, Božetěchova 102b, Česká republika",2026-03-04,2026-03-04,-61.0,Po termínu,červená,2026-03-04 (plánovaná),49.2339,16.5915,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",33,2017,ano,,,Jihomoravský,PS 20 000VA/3f,,,,,4/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Peloušek 608 436 281,"Brno, Božetěchova 102b",,,,OK Mapy.com,"Brno, Božetěchova 102b, Česká republika"
"brno, bratislavská 24, livix, česká republika","Brno, Bratislavská 24, LIVIX, Česká republika",,2026-11-21,201.0,Více než 60 dnů,zelená,2026-11-21 (plánovaná),49.1989,16.61728,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",34,2017,,,,Jihomoravský,ASTIP STRONG 100kVA/3F -45 minut,,,,,,,,,,,,,21/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Burian 733 554 353,"Brno, Bratislavská 24, LIVIX",,,,OK Mapy.com,"Brno, Bratislavská 24, LIVIX, Česká republika"
"brno, bratislavská 52, efipalace, česká republika","Brno, Bratislavská 52, efiPalace, Česká republika",2026-02-04,2026-02-04,-89.0,Po termínu,červená,2026-02-04 (plánovaná),49.19963,16.62041,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,17,2013,,,"Tereza Marková, 720 976 702",Jihomoravský,  STRONG 50 000/3f-60 minut,"Brno, Bratislavská 52, efiPalace",,,4/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,OK Mapy.com,"Brno, Bratislavská 52, efiPalace, Česká republika"
"brno, bulínova 1, moravská zemská knihovna, česká republika","Moravská zemská knihovna, Bulínova 1, Brno, Česká republika",2025-12-15,2026-06-15,42.0,30–60 dnů,žlutá,2025-12-15 (proběhlá); 2026-06-15 (plánovaná),49.20897,16.59216,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,30,2022,ano,,Daněk 771 278 805,Jihomoravský,ASTIP STRONG 34kVA/5kVA/3F-45 minut,"Brno, Bulínova 1, Moravská zemská knihovna",,,,,,,15/26,,,,,,15/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,upraveno - znovu geokódovat,"Brno, Bulínova 1, Moravská zemská knihovna, Česká republika"
"brno, bzenecká 13, 15, 17, česká republika","Brno, Bzenecká 13, 15, 17, Česká republika",,2027-04-02,333.0,Více než 60 dnů,zelená,2027-04-02 (plánovaná),49.20684,16.65916,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",36,2014,,,,Jihomoravský,3x PS 20kVA/3f-45 minut,,,,,,"2/27-13,17 15-STOP STAV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Pavel Hrouzek - 734 238 045, 515511246","Brno, Bzenecká 13, 15, 17",,,,OK Mapy.com,"Brno, Bzenecká 13, 15, 17, Česká republika"
"brno, bzenecká 18, česká republika","Brno, Bzenecká 18, Česká republika",2021-06-07,2021-06-07,-1792.0,Po termínu,červená,2021-06-07 (plánovaná),49.20736,16.65796,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",37,2018,,,,Jihomoravský,ASTIP PS Liftback 10 000/3F - 45 minut,,,,,,,,7/21,,,,,,,,"2025 -posílám znovu ...19.6.2024 -poslán dotaz panu Staňkovi, 7.6.2021 -stop stav, Tamča dělá nabídku na nový zdroj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Jan Staněk - OTIS, 724 228 365","Brno, Bzenecká 18",,,,OK Mapy.com,"Brno, Bzenecká 18, Česká republika"
"brno, bzenecká 20, česká republika","Brno, Bzenecká 20, Česká republika",,2026-07-09,66.0,Více než 60 dnů,zelená,2026-07-09 (plánovaná),49.20761,16.65812,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",38,2018,,,,Jihomoravský,"PS 10000/3f, 45 min",,,,,,,,,9/26,,,,,,,"teplota Tmax = 31,1°C, výtaháři upozorněni ústně a protokolem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"darina.jelinkova@cz.schindler.com, 605235325","Brno, Bzenecká 20",,,,OK Mapy.com,"Brno, Bzenecká 20, Česká republika"
"brno, bzenecká 8, česká republika","Brno, Bzenecká 8, Česká republika",2024-12-05,2024-12-05,-515.0,Po termínu,červená,2024-12-05 (plánovaná),49.20774,16.66052,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",39,2016,,,,Jihomoravský,  15kVA/3f Rectifier,,,,,,,,,,,,,,5/24,,"l2025 -leden, Honza řeší ….Miloš Vondra, 606 676 110, předseda SVJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Otis - 724 228 365,"Brno, Bzenecká 8",,7200,,OK Mapy.com,"Brno, Bzenecká 8, Česká republika"
"brno, cejl 75, 77, dps, česká republika","DPS, Cejl 75, Brno, Česká republika",2025-11-24,2026-05-24,20.0,7–30 dnů,oranžová,2025-11-24 (proběhlá); 2026-05-24 (plánovaná),49.19925,16.62387,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,18,2020,,,pan Večeřa 702 209 323,Jihomoravský,ASTIP STRONG 15kVA/3F -45 minut,"Brno, Cejl 75,77, DPS",,,,,,24/26,,,,,,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,upraveno - znovu geokódovat,"Brno, Cejl 75, 77, DPS, Česká republika"
"brno, cejl 79, česká republika","Brno, Cejl 79, Česká republika",,2026-08-27,115.0,Více než 60 dnů,zelená,2026-08-27 (plánovaná),49.1993,16.62407,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",40,2024,,,,Jihomoravský,ASTIP STRONG 30kVA/3F-45 minut,,,,,,,,,,27/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hauf 724 828 994,"Brno, Cejl 79",,,,OK Mapy.com,"Brno, Cejl 79, Česká republika"
"brno, chaloupkova 7, tyflocentrum, česká republika","Brno, Chaloupkova 7, Tyflocentrum, Česká republika",,2026-05-23,19.0,7–30 dnů,oranžová,2026-05-23 (plánovaná),49.22375,16.5989,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",49,2020,,,,Jihomoravský,STRONG 4 000/3F - 30 minut + RPO,,,,,,,23/26,,,,,,,,,pan Strnad trvá na revizi 1 x ročně…mělo by být 2x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,pan Strnad  724 027 482,"Brno, Chaloupkova 7, Tyflocentrum",,,,OK Mapy.com,"Brno, Chaloupkova 7, Tyflocentrum, Česká republika"
"brno, fn, netroufalky 1, budova j2, česká republika","Fakultní nemocnice Brno, Netroufalky 1, Brno, Česká republika",2026-02-13,2026-08-13,101.0,Více než 60 dnů,zelená,2026-02-13 (proběhlá); 2026-08-13 (plánovaná),47.65003,9.48009,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,21,2017,,,Horňák 724 563 207,Jihomoravský,PS 20kVA/3f - 45 minut,"Brno, FN, Netroufalky 1 - budova J2",,,13/26,,,,,,13/26,,,,,,2024 objednaná oprava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,upraveno - znovu geokódovat,"Brno, FN, Netroufalky 1, budova J2, Česká republika"
"brno, gajdošova 24 a 30, česká republika","Brno, Gajdošova 24 a 30, Česká republika",,2027-01-20,261.0,Více než 60 dnů,zelená,2027-01-20 (plánovaná),49.20071,16.64383,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",42,2018,,,,Jihomoravský,PS 500/1F -45 minut,,,20/27,,,,,,,,,,,,,"ještě by měl být na Gajdošově 30 (500VA, 20061711)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Kesidisová 605215278,"Brno, Gajdošova 24 a 30",,,,OK Mapy.com,"Brno, Gajdošova 24 a 30, Česká republika"
"brno, gajdošova 26, česká republika","Brno, Gajdošova 26, Česká republika",,2026-09-17,136.0,Více než 60 dnů,zelená,2026-09-17 (plánovaná),49.20059,16.64394,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",43,2014/nově 2024,,,,Jihomoravský,PS 5000/3F -10 minut,,,,,,,,,,,17/26,,,,,2024-komplet nový pajšl a výrobní číslo 24091001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Jana MELOŠOVÁ
Telefon: +420 517 333 777","Brno, Gajdošova 26",,,,OK Mapy.com,"Brno, Gajdošova 26, Česká republika"
"brno, hlinky 995/70, polyfunkční dům, it administrativa, česká republika","IT Administrativa, Hlinky 995/70, Brno, Česká republika",2026-02-04,2026-02-04,-89.0,Po termínu,červená,2026-02-04 (plánovaná),49.18987,16.58479,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,22,2022,,,Nešpůrek 777 021 797,Jihomoravský,ASTIP PS 1500/3F-10 minut,"Brno, Hlinky 995_70, polyfunkční dům, IT Administrativa",,,4/26,,,,,,,,,,,,2022 - nový zdroj ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,upraveno - znovu geokódovat,"Brno, Hlinky 995/70, polyfunkční dům, IT Administrativa, Česká republika"
"brno, houbalova 6a, 6b + 10, česká republika","Brno, Houbalova 6A, 6B + 10, Česká republika",,2026-09-01,120.0,Více než 60 dnů,zelená,2026-09-01 (plánovaná),49.20582,16.67265,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",44,"2014, 2017",,,,Jihomoravský,"2 x PS 3600/3F -7Min, STRONG 2000/3F/4C/1H",,,,,,,,,,,1/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Brno, Houbalova 6A, 6B + 10",B ,,,OK Mapy.com,"Brno, Houbalova 6A, 6B + 10, Česká republika"
"brno, houbalova 8, česká republika","Brno, Houbalova 8, Česká republika",,2026-09-01,120.0,Více než 60 dnů,zelená,2026-09-01 (plánovaná),49.20496,16.67311,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",45,2018,,,,Jihomoravský,"ASTIP STRONG 2000VA/3F -16,24 hodin",,,,,,,,,,,1/26,,,,,"2023 -zdroj dodávalo TRIDO, ještě jsou tam 3 k vratům, uvidíme, zda si budou objednávat revize ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Čejková 603 712 673,"Brno, Houbalova 8",,,,OK Mapy.com,"Brno, Houbalova 8, Česká republika"
"brno, hrázní 1, česká republika","Brno, Hrázní 1, Česká republika",,2026-10-08,157.0,Více než 60 dnů,zelená,2026-10-08 (plánovaná),49.2354,16.51849,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",46,2023,,ano,,Jihomoravský,ASTIP STRONG 50kVA/10kVA/3F-45 minut,,,,,,,,,,,,8/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Martin Pluhař
technický pracovník
+420 607 994 104
martin.pluhar@pcr.cz
www.policie.cz","Brno, Hrázní 1",,,,OK Mapy.com,"Brno, Hrázní 1, Česká republika"
"brno, husova ulice, kryt, česká republika","Brno, Husova ulice, kryt, Česká republika",2022-04-13,,,Bez termínu,šedá,2022-04-13 (proběhlá); 2022-10-13 (nezjištěno),49.19401,16.60434,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,24,2020,,,pan Paleček 776 210 868,Jihomoravský,ASTIP STRONG 1000/1F-10 minut,"Brno, Husova ulice, kryt",,,,,13/22,,,,,,13/22,,,,"30.4.2025 -Lubovi řečeno, že zdroj už není…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Brno, Husova ulice, kryt, Česká republika"
"brno, hviezdoslavova, dpmb vozovna slatina, česká republika","Brno, Hviezdoslavova, DPmB vozovna Slatina, Česká republika",2026-03-16,2026-03-16,-49.0,Po termínu,červená,2026-03-16 (plánovaná),49.18256,16.68006,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,23,2017,,,Poledník 602 111 395,Jihomoravský,PS 40kVA + PS 50kVA,"Brno, Hviezdoslavova, DPmB vozovna Slatina",,,,16/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,OK Mapy.com,"Brno, Hviezdoslavova, DPmB vozovna Slatina, Česká republika"
"brno, hybešova 49, česká republika","Brno, Hybešova 49, Česká republika",,2027-03-11,311.0,Více než 60 dnů,zelená,2027-03-11 (plánovaná),49.18935,16.60063,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",47,"2018, new 2022",,poznámka,,Jihomoravský,STRONG 5000/3f – 10 minut,,,,,11/27,,,,,,,,,,,2027 -nutno vyměnit pomocku  -12Ah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Brno, Hybešova 49",,,,OK Mapy.com,"Brno, Hybešova 49, Česká republika"
"brno, hybešova 63, oční studio žejdl, česká republika","Brno, Hybešova 63, oční studio Žejdl, Česká republika",2025-09-19,2025-09-19,-227.0,Po termínu,červená,2025-09-19 (plánovaná),49.1887,16.59931,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",48,"2018, nově 2024",ano,,,Jihomoravský,"Strong 2000/3f, 45 min",,,,,,,,,,,19/25,,,,,nový zdroj 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Michal Hryciow, 727 909 288","Brno, Hybešova 63, oční studio Žejdl",,5500,,OK Mapy.com,"Brno, Hybešova 63, oční studio Žejdl, Česká republika"
"brno, jakubská 126, 11, kostel sv jakuba, česká republika","Brno, Jakubská 126, 11, kostel sv Jakuba, Česká republika",2025-12-03,2026-06-03,30.0,30–60 dnů,žlutá,2025-12-03 (proběhlá); 2026-06-03 (plánovaná),49.19661,16.60738,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,31,2024,ano,ano,Haičman 739 828 733,Jihomoravský,"ASTIP STRONG 4000VA/3F-45, 60 minut/EI60,","Brno, Jakubská 126,11,  kostel sv Jakuba",,,,,,,3/26,,,,,,3/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Brno, Jakubská 126, 11, kostel sv Jakuba, Česká republika"
"brno, jarmily kurandové 8, česká republika","Brno, Jarmily Kurandové 8, Česká republika",2023-04-19,2023-04-19,-1111.0,Po termínu,červená,2023-04-19 (plánovaná),49.23054,16.60661,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",50,2017,,,,Jihomoravský,PBZ 1000/1f - 45 min,,,,,,19/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Šusterová - 608 081 158,"Brno, Jarmily Kurandové 8",,,,OK Mapy.com,"Brno, Jarmily Kurandové 8, Česká republika"
"brno, jedovnická 8a, ubytovna, česká republika","ubytovna, Jedovnická 8A, Brno, Česká republika",,2027-02-25,297.0,Více než 60 dnů,zelená,2027-02-25 (plánovaná),49.19897,16.66642,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",51,2021,,,,Jihomoravský,ASTIP PS 37KVA/15kVA/3F - 45 minut,,,,25/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,pan Antonov 544 135 145/604212601,"Brno, Jedovnická 8A, ubytovna",,,,upraveno - znovu geokódovat,"Brno, Jedovnická 8A, ubytovna, Česká republika"
"brno, jinačovice 512e, hoxter s.r.o, česká republika","Brno, Jinačovice 512e, Hoxter s.r.o, Česká republika",2026-01-13,2026-07-13,70.0,Více než 60 dnů,zelená,2026-01-13 (proběhlá); 2026-07-13 (plánovaná),49.26128,16.52544,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,25,2017,ano,,"Popelka 703 149 138, Makovec 774 233 519",Jihomoravský,PS 3000/3f -10 minut,"Brno, Jinačovice 512e, Hoxter s.r.o",,13/26,,,,,,13/26,,,,,,,,6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Brno, Jinačovice 512e, Hoxter s.r.o, Česká republika"
"brno, kabátníkova 2, bd, česká republika","BD, Kabátníkova 2, Brno, Česká republika",,2026-09-16,135.0,Více než 60 dnů,zelená,2026-09-16 (plánovaná),49.21128,16.60179,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",52,2021,ano,ano,,Jihomoravský,ASTIP STRONG 3 000VA/3F -45 minut,,,,,,,,,,,16/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Zatloukalová 724 354 330,"Brno, Kabátníkova 2, BD",,,,upraveno - znovu geokódovat,"Brno, Kabátníkova 2, BD, Česká republika"
